X,Y,OBJECTID,FORMULARIO,CODIGO_ACCIDENTE,FECHA_OCURRENCIA_ACC,ANO_OCURRENCIA_ACC,GRAVEDAD,CLASE_ACC,LOCALIDAD
-74.078020994,4.65482224200002,326421,A001132495,10511047,2020/02/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.055914087,4.69387615300008,326429,A001133093,10510968,2020/02/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.073112895,4.64880606900005,326431,A001133587,10510977,2020/02/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.092692853,4.60237128900008,326438,A001132704,10510979,2020/02/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.112823314,4.65189788500004,326441,A001131778,10510981,2020/02/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.04905017,4.68235398800005,326442,A001133305,10510982,2020/02/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.121347033,4.72222083300005,326444,A001133452,10510985,2020/02/14 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.128088877,4.60691316000003,326448,A001133424,10510999,2020/02/13 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,PUENTE ARANDA
-74.0937530859999,4.73997680000002,326453,A001132467,10511017,2020/02/14 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,SUBA
-74.117647614,4.57061821600007,326454,A001133776,10511018,2020/02/13 00:00:00+00,2020,CON HERIDOS,CHOQUE,RAFAEL URIBE URIBE
-74.050800964,4.66090979700004,354551,A001127971,10514994,2020/01/24 00:00:00+00,2020,CON HERIDOS,CHOQUE,CHAPINERO
-74.0569429349999,4.66005993700003,354552,A001128303,10514995,2020/04/24 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.075866402,4.70827689800007,354553,A001127884,10514997,2020/04/22 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.1187451069999,4.58166692800006,354554,A001128367,10515002,2020/04/25 00:00:00+00,2020,CON HERIDOS,CHOQUE,RAFAEL URIBE URIBE
-74.1218383679999,4.64340736000003,354555,A001127574,10515008,2020/04/23 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0313397,4.82076241700003,354556,A001127790,10515009,2020/04/23 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.137778163,4.63062796300005,354557,A001127851,10515010,2020/04/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.076982125,4.60791814900006,354558,A001128258,10515011,2020/04/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.100834143,4.64944916200005,354559,A001128340,10515024,2020/04/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.117984042,4.57838394600003,354560,A001128281,10515028,2020/04/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,RAFAEL URIBE URIBE
-74.075725534,4.61987055200007,354561,A001128275,10515030,2020/04/25 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.087271269,4.57957363300005,354562,A001128282,10515036,2020/04/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,SAN CRISTOBAL
-74.1525842469999,4.63656195400006,354563,A001128296,10515037,2020/04/26 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.123825084,4.68393849800003,354564,A001133629,10515049,2020/04/19 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.0292980799999,4.70609517900004,354630,A001130826,10508056,2020/01/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.1068121279999,4.67124805100002,354631,A001130576,10508057,2020/01/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.101697112,4.58379394200006,354632,A001130656,10508063,2020/01/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,ANTONIO NARIÑO
-74.1284020749999,4.62685750100007,354633,A001130464,10508064,2020/01/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.125522845,4.71283108400007,354634,A001130575,10508065,2020/01/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.116510605,4.65589776100006,354635,A001130724,10508066,2020/01/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.137204589,4.54446009200007,354636,A001129783,10508069,2020/01/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR
-74.054771197,4.69932504100007,354637,A001127336,10507606,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.09548567,4.63928128700007,354638,A001130134,10507610,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.16307627,4.63882369400005,354639,A001130049,10507611,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.120723262,4.67618855400002,354640,A001127015,10507613,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.06385074,4.63270012600003,354641,A001128826,10507616,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.07082285,4.59769928900005,354642,A001130024,10507619,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,CANDELARIA
-74.023289635,4.73690972800006,354643,A001129999,10507620,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.079776705,4.60377266700004,354644,A001129127,10507625,2020/01/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.114921941,4.63442966500003,354645,A001127494,10508059,2020/01/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.046726893,4.75151613600002,354646,A001130564,10508061,2020/01/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.058080892,4.68011570700003,354647,A001130777,10508062,2020/01/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.110977276,4.56410734900004,354656,A001130247,10507510,2020/01/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,RAFAEL URIBE URIBE
-74.019579907,4.74263151300005,354657,A001130341,10507513,2020/01/07 00:00:00+00,2020,CON MUERTOS,ATROPELLO,USAQUEN
-74.104201605,4.70871797900003,354658,A001129985,10507514,2020/01/03 00:00:00+00,2020,CON HERIDOS,ATROPELLO,ENGATIVA
-74.136828404,4.59696578500007,354659,A001129867,10507515,2020/01/06 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.137690537,4.70716471700007,354660,A001129207,10507516,2020/01/04 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,ENGATIVA
-74.0785163749999,4.75772064400007,354661,A001129428,10507517,2020/01/06 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.1639578959999,4.56957167400003,354662,A001062293,10507537,2020/01/06 00:00:00+00,2020,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR
-74.1468024599999,4.67670746300007,354663,A001129295,10507546,2020/01/07 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.1293259459999,4.56067019800003,354664,A001130058,10507552,2020/01/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.172412638,4.63767877800007,354665,A001129904,10507555,2020/01/07 00:00:00+00,2020,CON HERIDOS,ATROPELLO,KENNEDY
-74.102169056,4.58702008100005,354666,A001127457,10507556,2020/01/07 00:00:00+00,2020,CON HERIDOS,CHOQUE,ANTONIO NARIÑO
-74.0749195129999,4.61853295900005,354667,A001129182,10507569,2020/01/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.0645689899999,4.64962079400004,354668,A001130215,10507571,2020/01/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.072594909,4.58704806800006,354669,A001129885,10507572,2020/01/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.049714299,4.75764266700003,354670,A001128982,10507575,2020/01/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.053775002,4.66620563800006,354671,A001129910,10507576,2020/01/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,CHAPINERO
-74.179909279,4.61823567600004,354704,A001130417,10507847,2020/01/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.153145092,4.67518333100003,354710,A001133598,10510884,2020/02/13 00:00:00+00,2020,CON HERIDOS,ATROPELLO,FONTIBON
-74.1154753989999,4.59225051500005,354711,A001133359,10510898,2020/02/12 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.0815738809999,4.60106305700003,354712,A001130579,10510908,2020/02/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,SANTA FE
-74.081756919,4.69936411400005,354713,A001133101,10510920,2020/02/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.164139997,4.59599124600004,354714,A001133814,10510935,2020/02/13 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.089529149,4.69573941700003,354715,A001134697,10512738,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.081268747,4.67080067600006,354716,A001134675,10512746,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.079418994,4.63384253300006,354717,A001135451,10512747,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.076784916,4.60219963500003,354718,A001134915,10512756,2020/03/02 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,SANTA FE
-74.067272599,4.65202957500003,354719,A001132555,10512757,2020/02/05 00:00:00+00,2020,CON HERIDOS,CHOQUE,BARRIOS UNIDOS
-74.105549407,4.74933016100005,354720,A001134750,10512758,2020/02/29 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.150227996,4.56302317800004,354721,A001135553,10512759,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR
-74.092662143,4.68512987300005,354722,A001134987,10512760,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.069753928,4.72304743500007,354723,A001135364,10512763,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.088234163,4.60670732700004,354724,A001134614,10512770,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.1283864499999,4.64182773200002,354725,A001135297,10512781,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.0607447529999,4.72670160400003,354726,A001134602,10512785,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.150892501,4.60338777700002,354727,A001135298,10512645,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.146355419,4.57869139400003,354728,A001134385,10512646,2020/02/29 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.1292371759999,4.57778662700002,354729,A001134143,10512680,2020/03/02 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,TUNJUELITO
-74.125645659,4.72765963300003,354730,A001135289,10512682,2020/03/02 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.094986284,4.66424327700003,354731,A001134627,10512683,2020/03/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,TEUSAQUILLO
-74.091433158,4.56641043200005,354732,A001135334,10512686,2020/03/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,SAN CRISTOBAL
-74.12203728,4.74599950000004,354733,A001135221,10512692,2020/03/03 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SUBA
-74.124795289,4.68471716800002,354734,A001135314,10512725,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.09792953,4.63336466900006,354735,A001134963,10512728,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.064923184,4.64905386500004,354736,A001134763,10512730,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.165792052,4.58815988900005,354737,A001135394,10512733,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR
-74.067907524,4.64853331900002,354738,A001134764,10512734,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.112527195,4.54709419300002,354739,A001133953,10512735,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,SAN CRISTOBAL
-74.0997537539999,4.69102939000004,354740,A001134640,10512736,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.1202241239999,4.55513955200007,354741,A001134711,10512739,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,RAFAEL URIBE URIBE
-74.045610081,4.75579667300002,354742,A001135086,10512776,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.13914775,4.57663189900006,354743,A001135438,10512780,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.039097306,4.79755974900007,354744,A001135204,10512788,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.089688246,4.73933917200003,354745,A001134579,10512789,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.0512602439999,4.74570965800007,354746,A001135190,10512791,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.1278288,4.66340744400003,354747,A001135007,10512792,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0456452729999,4.75144610400002,354748,A001135207,10512694,2020/02/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.1423794,4.58046720300007,354749,A001135358,10512695,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.081140367,4.62715135700006,354750,A001134199,10512700,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.0233514399999,4.72864929900004,354751,A001132744,10512706,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.150047085,4.69300335000003,354752,A001135200,10512713,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.162158528,4.64684801500005,354753,A001133947,10512715,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.1314518999999,4.68976792900003,354754,A001134482,10512716,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.054581276,4.68641634200003,354755,A001135085,10512717,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.154056828,4.58100591800007,354756,A001134960,10512724,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.1752358269999,4.61080513200005,354758,A001134179,10511546,2020/02/20 00:00:00+00,2020,CON HERIDOS,CHOQUE,BOSA
-74.082716692,4.57194496800003,354761,A001136345,10513979,2020/03/14 00:00:00+00,2020,SOLO DANOS,CHOQUE,SAN CRISTOBAL
-74.129723976,4.59727791800003,354763,A001135311,10513177,2020/03/05 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.1550823169999,4.63859551600007,354765,A001132946,10511381,2020/02/18 00:00:00+00,2020,CON MUERTOS,ATROPELLO,KENNEDY
-74.10162954,4.67127303300003,354767,A001133564,10512003,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,CIUDAD BOLIVAR
-74.1865863949999,4.62802394700003,354773,A001134771,10513703,2020/03/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,BOSA
-74.138324451,4.58975720500007,354774,A001133654,10512503,2020/02/28 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.1452420429999,4.59364263200007,354777,A001135528,10514222,2020/03/14 00:00:00+00,2020,CON HERIDOS,CHOQUE,TUNJUELITO
-74.133156555,4.58545091300005,354778,A001136085,10513772,2020/03/11 00:00:00+00,2020,CON HERIDOS,CHOQUE,TUNJUELITO
-74.077525093,4.65188789200005,354782,A001130237,10508557,2020/01/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,TEUSAQUILLO
-74.1443493519999,4.59872747800006,354783,A001133389,10511673,2020/02/21 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.046551194,4.75388746900006,354786,A001131051,10513985,2020/03/14 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.1356123479999,4.56803120600006,354787,A001135919,10513412,2020/03/07 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.0297867849999,4.71522873700007,354788,A001135388,10514147,2020/03/17 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.122171108,4.65385758400004,354789,A001136063,10514054,2020/03/17 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.141680774,4.60797171400003,354792,A001127586,10514066,2020/03/17 00:00:00+00,2020,CON HERIDOS,ATROPELLO,KENNEDY
-74.15900879,4.63358897100005,354794,A001136312,10514063,2020/03/17 00:00:00+00,2020,CON MUERTOS,VOLCAMIENTO,KENNEDY
-74.141302928,4.61071750900004,354796,A001136335,10514082,2020/03/14 00:00:00+00,2020,SOLO DANOS,CHOQUE,KENNEDY
-74.1139372759999,4.74753887000003,354849,A001135189,10512772,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.141285013,4.69776325700008,354850,A001133000,10511617,2020/02/21 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.095470937,4.74575872600008,354851,A001134301,10511818,2020/02/22 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.166843811,4.63957132700006,354852,A001133884,10511975,2020/02/25 00:00:00+00,2020,CON HERIDOS,ATROPELLO,KENNEDY
-74.082623596,4.77105535600003,354853,A001132834,10512233,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.12466441,4.64676004200004,354854,A001134539,10512261,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1237209069999,4.74036217200006,354855,A001135552,10512860,2020/03/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.139905482,4.69744752300005,354856,A001134677,10512868,2020/03/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.12256579,4.47573272400007,354857,A001135428,10512964,2020/03/05 00:00:00+00,2020,CON HERIDOS,ATROPELLO,USME
-74.167179513,4.69285528200004,354858,A001135516,10512771,2020/03/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0240493269999,4.76483726600003,354859,A001134954,10512745,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.153674042,4.57430843000003,354860,A001135911,10513775,2020/03/15 00:00:00+00,2020,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR
-74.035152013,4.71185013900003,354861,A001135430,10513532,2020/03/09 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.120661457,4.59437476000005,354862,A001136285,10513769,2020/03/14 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.099428867,4.73899253600007,354863,A001136114,10513789,2020/03/12 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.143170809,4.66488010700004,354864,A001134741,10513466,2020/03/09 00:00:00+00,2020,CON HERIDOS,CHOQUE,FONTIBON
-74.093814278,4.62551940900005,354865,A001136503,10513809,2020/03/12 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.074927873,4.72449793500004,354866,A001135619,10513811,2020/03/13 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.103548997,4.48517391400003,354867,A001133488,10512714,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,USME
-74.130291503,4.65342747600005,354868,A001135767,10513749,2020/03/12 00:00:00+00,2020,CON HERIDOS,CAIDA DE OCUPANTE,FONTIBON
-74.077249377,4.76387885500003,354869,A001135097,10513416,2020/03/07 00:00:00+00,2020,SOLO DANOS,CHOQUE,SUBA
-74.100819722,4.70324286700003,354870,A001136081,10513807,2020/03/13 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.092776514,4.71720467600005,354871,A001135725,10513813,2020/03/14 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SUBA
-74.133367375,4.62976618900007,354872,A001136292,10513852,2020/03/15 00:00:00+00,2020,CON HERIDOS,OTRO,KENNEDY
-74.1191442379999,4.49053807000007,354873,A001136705,10513879,2020/03/14 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,USME
-74.1383697959999,4.69626342900006,354874,A001134722,10511863,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.108615226,4.62823954300006,354875,A001132708,10511868,2020/02/23 00:00:00+00,2020,SOLO DANOS,CHOQUE,PUENTE ARANDA
-74.123954711,4.64401577700005,354876,A001134056,10511497,2020/02/19 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1044201559999,4.58095215700007,354877,A001134207,10511554,2020/02/19 00:00:00+00,2020,CON HERIDOS,ATROPELLO,RAFAEL URIBE URIBE
-74.123586071,4.64161192500006,354878,A001135267,10512835,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.120215074,4.67912315300003,354879,A001134567,10512852,2020/03/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.042516635,4.77304956500006,354880,A001135862,10513676,2020/03/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,USAQUEN
-74.120060393,4.67893157900005,354881,A001134718,10513755,2020/03/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.123330821,4.64179887000006,354882,A001134450,10513764,2020/03/12 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1390738269999,4.66301498100006,354883,A001134113,10511880,2020/02/23 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1237890259999,4.68362887100005,354884,A001133400,10511890,2020/02/22 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.129375662,4.65221530800005,354885,A001133398,10511982,2020/02/24 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.1201012019999,4.67900159600003,354886,A001131879,10512381,2020/02/27 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.114939137,4.67097818500002,354887,A001135060,10513695,2020/03/11 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.132982144,4.66669491600004,354888,A001134537,10512054,2020/02/26 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,FONTIBON
-74.123328219,4.64183430100007,354889,A001134403,10512933,2020/03/02 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0860624859999,4.61972974800005,354890,A001135936,10513345,2020/03/06 00:00:00+00,2020,SOLO DANOS,CHOQUE,LOS MARTIRES
-74.1217871429999,4.68644801500005,355012,A001130574,10507982,2020/01/10 00:00:00+00,2020,SOLO DANOS,CHOQUE,ENGATIVA
-74.076178113,4.58619354600006,355013,A001132396,10510398,2020/02/07 00:00:00+00,2020,CON HERIDOS,CHOQUE,SANTA FE
-74.13832701,4.61737141500004,355014,A001133039,10510402,2020/02/09 00:00:00+00,2020,CON HERIDOS,CHOQUE,KENNEDY
-74.105101964,4.58450391100007,355015,A001132443,10510414,2020/02/08 00:00:00+00,2020,CON HERIDOS,CHOQUE,ANTONIO NARIÑO
-74.130911434,4.59385582700003,355016,A001132561,10509633,2020/01/30 00:00:00+00,2020,CON HERIDOS,CHOQUE,TUNJUELITO
-74.065775054,4.69043853200003,355017,A001130895,10509650,2020/01/30 00:00:00+00,2020,CON HERIDOS,ATROPELLO,SUBA
-74.14014078,4.71135769400007,355019,A001132293,10509706,2020/01/31 00:00:00+00,2020,CON HERIDOS,CHOQUE,ENGATIVA
-74.0522833479999,4.71809595500002,355020,A001132152,10509707,2020/02/01 00:00:00+00,2020,CON HERIDOS,CHOQUE,USAQUEN
-74.1312985869999,4.58575596700007,355021,A001131638,10509763,2020/01/31 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.1448395049999,4.59516404200002,355022,A001131615,10509766,2020/01/31 00:00:00+00,2020,SOLO DANOS,CHOQUE,TUNJUELITO
-74.0917199849999,4.75525978600007,355023,A001131882,10509785,2020/02/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,SUBA
-74.0809493679999,4.64301514100003,355024,A001132556,10509787,2020/02/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,TEUSAQUILLO
-74.081551271,4.77222266300004,355025,A001131789,10509788,2020/02/02 00:00:00+00,2020,CON HERIDOS,VOLCAMIENTO,SUBA
-74.065001561,4.68886452400005,355050,A001132679,10509909,2020/02/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,BARRIOS UNIDOS
-74.142074652,4.69743620300005,355051,A001131044,10510061,2020/02/04 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.126847815,4.64956970200006,355052,A001131538,10509875,2020/02/03 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.133324768,4.61182618000004,355053,A001132324,10509950,2020/02/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,KENNEDY
-74.1275568309999,4.68079763100008,355061,A001131525,10508856,2020/01/22 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.114207709,4.65413908900007,355069,A001131497,10509917,2020/02/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.109703609,4.59382720200006,355076,A001129077,10508324,2020/01/15 00:00:00+00,2020,SOLO DANOS,CHOQUE,ANTONIO NARIÑO
-74.1159947629999,4.65645659400008,355080,A001130867,10509636,2020/01/30 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.0784223759999,4.61591453200003,355092,A001062004,10507788,2020/01/08 00:00:00+00,2020,CON HERIDOS,CHOQUE,LOS MARTIRES
-74.1564239099999,4.68269406800005,355095,A001135005,10512727,2020/03/01 00:00:00+00,2020,SOLO DANOS,CHOQUE,FONTIBON
-74.154053059,4.63236137300004,355100,A001128088,10514276,2020/04/08 00:00:00+00,2020,CON MUERTOS,ATROPELLO,KENNEDY
-74.054714914,4.69965746300005,355101,A001127669,10514278,2020/04/09 00:00:00+00,2020,CON MUERTOS,CAIDA DE OCUPANTE,USAQUEN
-74.147149298,4.56444021900006,355102,A001135794,10514280,2020/04/02 00:00:00+00,2020,CON HERIDOS,CHOQUE,CIUDAD BOLIVAR
-74.045610081,4.75579667300002,355103,A001127631,10514281,2020/03/18 00:00:00+00,2020,CON HERIDOS,CHOQUE,USAQUEN
-74.154053059,4.63236137300004,355104,A001136600,10514282,2020/04/02 00:00:00+00,2020,CON HERIDOS,ATROPELLO,KENNEDY
-74.11564121,4.56726345000004,355105,A001134730,10514290,2020/03/18 00:00:00+00,2020,CON HERIDOS,ATROPELLO,RAFAEL URIBE URIBE
-74.125956606,4.61951955000006,355106,A001133255,10514302,2020/04/03 00:00:00+00,2020,CON HERIDOS,CHOQUE,PUENTE ARANDA
-74.0724291769999,4.66301504500007,355107,A001135957,10514303,2020/03/18 00:00:00+00,2020,CON HERIDOS,CHOQUE,BARRIOS UNIDOS
